stu_id,password,name,gender,room
111000234,Q222534538,孫牛排,f,B704
111072252,W250450231,吳佳喻,f,B705
111006145,C211015549,董欣文,f,B705
110033232,R211255303,張亭妮,f,B705
111062116,W232143439,陳青菜,f,B705
111031102,O220452533,林雅怡,f,B706
111011153,H240354130,許芷瑜,f,B706
109010024,A203424158,田珊芸,f,B706
111060006,O244430440,郭怡芳,f,B706
111081034,M210121117,張蘿蔔,f,B707
111033118,B230251108,張清華,f,B707
111030048,E255245001,戴靜婷,f,B707
111072256,I245432456,徐郁筠,f,B707
111023053,S214532415,張佳儒,f,B708
111072202,R235304456,林惠庭,f,B708
111061238,R204342346,趙牛排,f,B708
111034056,T200540044,傅牛排,f,B708
111041004,Q215241135,詹淑萱,f,B709
110022118,T234543200,謝紫婷,f,B709
111081005,H222033334,周萱,f,B709
111062229,I233025432,林月婷,f,B709
111010050,N231310400,蔡竹科,f,B710
111041025,K243323353,蘇佳如,f,B710
109082053,O214305523,唐蘿蔔,f,B710
111062345,W242542355,鐘淑雅,f,B710
111006158,J203550115,黃雅耘,f,B711
111081020,W253025427,張怡君,f,B711
111081057,T251452217,莊交大,f,B711
111061234,V202243040,侯欣涵,f,B711
111034015,P250303042,林米粉,f,B712
111061109,L251052425,李清華,f,B712
111000122,Z230435524,范慧喻,f,B712
111042034,H231245208,洪佩婷,f,B712
111041050,F240441118,張子萱,f,C701
111010019,H225543551,簡巧巧,f,C701
109034053,P242441524,宋鮭魚,f,C701
111022226,J211152016,鄭靜如,f,C701
111006211,N255235511,范馨婷,f,C702
111022153,C254143408,姜子君,f,C702
111048140,Z211553310,李佳瑜,f,C702
109072108,M254354534,李青菜,f,C702
111022237,H214541541,曹鮭魚,f,C703
111021136,N251232505,潘心婷,f,C703
111000145,F225213109,林盈,f,C703
111006221,B210425157,林堉如,f,C703
111060032,S243014355,林雅樺,f,C704
111011144,U234450032,莊暐芸,f,C704
111010044,H204125259,尤清華,f,C704
111041034,Y243521457,嚴榮恩,f,C704
111048156,W222410245,陳巧巧,f,C705
111032012,V224523136,李雅萱,f,C705
111062213,H205112336,鄒家瑜,f,C705
111021133,F252441413,馬佩瑜,f,C705
111070015,P201253000,朱怡蓉,f,C706
111032039,C254544441,陳蘿蔔,f,C706
111021132,N244053049,韓怡潔,f,C706
111022209,P213121406,鄭甯,f,C706
111000118,G250533446,藍郁儀,f,A601
111062143,L203040035,林宜珊,f,A601
111033221,V203251206,葉暐嵐,f,A601
111031230,O240335337,侯惠婷,f,A601
111000134,M215022011,林佩恩,f,A602
109042030,I233054255,潘泳君,f,A602
111041011,U255433317,鄭心伶,f,A602
111072211,U201225145,張依玲,f,A602
111021140,U222325113,黃青菜,f,A603
110072202,O221030157,王郁萱,f,A603
111021123,B254121143,賴蘿蔔,f,A603
111042017,E233501420,李紫怡,f,A603
111041041,O225002337,邱佩儒,f,A604
111032059,B212554446,陳芊芸,f,A604
111006234,W205304202,林詩筑,f,A604
111042006,N242133302,陳筑,f,A604
111022132,J200545041,葉翎,f,A605
111062156,R205213120,杜雅婷,f,A605
111081053,U242133335,陳青菜,f,A605
111032018,E231452442,陳盈恆,f,A605
111020054,M233511520,翁欣雯,f,A606
111071024,F223030300,曾彥禎,f,A606
111000202,R222512542,潘清華,f,A606
111030035,E224113118,姚薰喻,f,A606
111061210,Q220352350,傅懷宜,f,B601
111080007,F253511441,鍾牛排,f,B601
111072102,N252134035,羅明瑋,f,B601
111010001,J224120046,夏欣如,f,B601
110072244,M244451400,吳淑羽,f,B602
111021226,U234531158,胡芮文,f,B602
111033126,P212530036,彭雅茵,f,B602
111081051,R200523354,林昱穎,f,B602
111033216,N220551020,黃佳蓉,f,B603
111033133,J245343521,陳羽恩,f,B603
111021128,Q210513252,卓雅穎,f,B603
111072213,F234303401,李欣瑜,f,B603
111000128,V224304159,黃交大,f,B604
111031259,R222535054,黃貢丸,f,B604
111033152,T253543239,林欣婷,f,B604
111000211,C202332537,陳宜怡,f,B604
111033156,S233143429,葉宜嵐,f,B605
111010020,F214314104,林佳涵,f,B605
111062246,O240412455,洪貢丸,f,B605
111082059,V224104113,謝佳恆,f,B605
111033249,K200020031,張雯,f,B606
111020043,Z254324242,林怡婷,f,B606
111062128,O253513112,胡嘉如,f,B606
111048115,Y212531129,黃芮君,f,B606
111032048,W222101134,陳德婷,f,B607
111031138,L214442036,張以雯,f,B607
111034044,Z235453335,黃宇倢,f,B607
111034059,P232034053,連萱寧,f,B607
111048145,X235402102,姜佩珊,f,B608
111082044,B250514240,黃牛排,f,B608
111080022,T203535045,張鮭魚,f,B608
111031254,X254504158,林鮭魚,f,B608
111080058,H220252537,林清華,f,B609
111006207,X215512447,郭玉娟,f,B609
111030003,B225252504,余琬如,f,B609
111022157,Q223355504,邱新恩,f,B609
111000108,Y252005322,張蘿蔔,f,B610
111082020,N225340152,盧芳,f,B610
111023002,T224422230,傅晞,f,B610
111062103,Y214123143,朱交大,f,B610
111033241,W222212409,黃怡珊,f,B611
111032031,U204531337,陳雅潔,f,B611
111070035,F231540019,梁雅玲,f,B611
111020055,C251125159,周交大,f,B611
111023025,E211123039,楊怡君,f,B612
111031133,D204015012,張思庭,f,B612
111082028,E245244547,馮萱慈,f,B612
111072224,Y201412239,柯佩珊,f,B612
111060043,O212315343,林雅禎,f,C601
111061133,I213224251,方庭慧,f,C601
111021222,O240315433,李詩珊,f,C601
111048249,F245214228,林珊禎,f,C601
111062131,V244151430,蘇穎,f,C602
111000157,D234241431,張偉玲,f,C602
111006125,F215101021,陳青菜,f,C602
111006225,T215040319,何交大,f,C602
111061126,J224153312,蔡庭慈,f,C603
111022150,P253512543,陳婉筑,f,C603
111031257,I211333220,卓文萱,f,C603
111031201,C250453145,莊子喻,f,C603
111081055,Q253142113,陳亭榆,f,C604
111030008,E234541222,張岱儒,f,C604
111031150,V252212237,林清華,f,C604
109062353,E204053102,鄭子婷,f,C604
111042057,H204054228,凌珊如,f,C605
111000150,S250330426,彭依君,f,C605
111000116,J245405544,蘇心娟,f,C605
111022252,N201534303,溫宇君,f,C605
111061208,N252025415,林依穎,f,C606
111061108,L223240513,侯郁筠,f,C606
111022256,D252153514,葉牛排,f,C606
111081015,U221450233,吳子娟,f,C606
111082057,E244110159,賴岱筑,f,A501
111042031,R240020145,陳珊儀,f,A501
111011258,F233011404,廖韻秀,f,A501
111031143,P220010150,范蕎宜,f,A501
111006138,B223242340,洪雅晞,f,A502
111010004,I221432052,王宜娟,f,A502
111011151,S223401432,鄭宜晴,f,A502
111072221,I245141030,張亭文,f,A502
110032054,O235011133,黃牛排,f,A503
111080041,H252301541,郭竹科,f,A503
111006232,J243004414,葉靜禎,f,A503
111034028,Y235525558,楊鮭魚,f,A503
111048250,Z255543401,潘明婷,f,A504
111061209,R223100519,李昀,f,A504
111011105,G214353513,廖竹科,f,A504
111072132,F253410501,黃清華,f,A504
111031219,R220253040,蔡青菜,f,A505
111011201,B254515154,陳淑婷,f,A505
111060020,D213235120,石依琪,f,A505
111011229,B232102153,嚴彥如,f,A505
111032017,C245251022,洪宇恆,f,A506
111021152,W220040003,梁虹玲,f,A506
111030013,E201345201,許子庭,f,A506
111006209,Q205325204,古佩晞,f,A506
111061158,Q245055030,張德芸,f,B501
111062301,J241321118,袁又筑,f,B501
111031132,C234443345,嚴巧巧,f,B501
110070024,O220040506,陳馨婷,f,B501
111021248,D211303321,曾惠婷,f,B502
111082033,L222541315,謝雅捷,f,B502
111062127,H224304229,吳馨雅,f,B502
111082017,U232030256,侯詩婷,f,B502
111042029,V215121035,黃蘿蔔,f,B503
111031207,L211230105,何若妤,f,B503
111030059,U244025201,蕭彥如,f,B503
111022149,T255403354,蔣巧巧,f,B503
111061251,Z255213051,蘇婷,f,B504
111060045,A245144253,韓若岑,f,B504
111072127,V213421505,林雅琪,f,B504
111021203,U213443135,謝靜甄,f,B504
110041055,O254355427,翁貢丸,f,B505
111034004,Q223215434,石沛怡,f,B505
111080048,A222050445,葉琪,f,B505
111081007,Y240000559,吳詩玲,f,B505
109080018,O252515149,楊怡玲,f,B506
111070033,M224520244,金貢丸,f,B506
111048218,S222323322,張淑恩,f,B506
111023028,W212251056,湯以惠,f,B506
111048213,I222551412,柯敬琪,f,B507
111072215,I205154348,張子宜,f,B507
111006238,M232520427,王佳君,f,B507
111048210,T254444539,蘇意涵,f,B507
111000220,N250515256,潘新庭,f,B508
111000224,P255403038,金靜君,f,B508
111061220,P212554116,陳亭璇,f,B508
111000237,Q232343316,薛薰如,f,B508
111072142,N210031324,王萱慈,f,B509
111061104,D205520441,鄭郁欣,f,B509
111061242,U254331029,鄒秉岑,f,B509
111060029,C205402045,董貢丸,f,B509
111010033,A240314540,鄧宜婷,f,B510
111061101,S254101421,白婷萱,f,B510
111062125,P213113217,王雅淇,f,B510
111011203,Z211304308,古青菜,f,B510
110062345,K234305052,羅怡恩,f,B511
111061149,K243354303,洪青菜,f,B511
111032047,R203012125,張怡芸,f,B511
111032055,J251553113,張雅恆,f,B511
111033229,P205312322,陳欣芸,f,B512
111006109,N220424224,賴紫嵐,f,B512
110034004,R253154230,謝欣甯,f,B512
111030011,F212104020,李彥穎,f,B512
109080012,B254245237,陳婷,f,C501
109023059,R224241037,蘇意岑,f,C501
111000113,W222312011,李又慈,f,C501
111080018,L231031000,白薰姍,f,C501
111031118,D231454007,張佳婷,f,C502
111000251,B211214130,陸如,f,C502
111021151,T244155123,林庭如,f,C502
111048110,P255140009,龔惠恩,f,C502
111031134,A252001325,張牛排,f,C503
111030054,P215221552,王于萱,f,C503
111060056,B231534526,陳鮭魚,f,C503
111062227,H204110436,林佳穎,f,C503
111020028,J200025437,詹羽怡,f,C504
111023049,D210540115,鄭芮恩,f,C504
111000151,C224450310,戴清華,f,C504
111034005,B251152226,張韻羽,f,C504
111033151,R210242133,黃堉君,f,C505
111072149,T242211235,尤怡庭,f,C505
111060036,M243503503,蘇雅甄,f,C505
111033107,Z224535111,張郁君,f,C505
109021206,V244015537,陳米粉,f,C506
111080030,Y244134421,張靜萱,f,C506
111062251,H201443321,吳詩如,f,C506
111060049,V245255446,謝亞萱,f,C506
111006250,P140424112,林俊,m,A401
111080002,R110101251,宮向晚,m,A401
111042035,F113520035,曾清華,m,A401
110021135,T122214345,鍾敏維,m,A401
111033147,X142454516,張嘉融,m,A402
111021236,J100025122,卓元辯,m,A402
111021146,S100230415,吳承廷,m,A402
111022117,E113215234,陳家明,m,A402
111072117,G145115149,吳瑋賢,m,A403
111031101,E121255224,蘇豪信,m,A403
111011158,M144341238,楚天玄,m,A403
111006226,K143434402,嚴交大,m,A403
111006159,E100114415,陳宏傑,m,A404
111000136,H131021019,柯家柏,m,A404
111031237,D150543349,梅威傳,m,A404
111048207,B115334542,陳維翰,m,A404
111033246,Y150353127,周豪嘉,m,A405
111022154,G133040459,謝瑛,m,A405
111080040,T134403030,曹元偉,m,A405
111010007,O102551540,楊拾春,m,A405
111070030,A140340146,謝貢丸,m,A406
111011257,L115200325,陳維傑,m,A406
111070018,Y134033531,錢廷怡,m,A406
111020024,W115500232,陳敏為,m,A406
111011125,H145540152,李墨翰,m,B401
111030031,H110255355,張清華,m,B401
111048224,M100114546,孫奇朗,m,B401
111072138,R140355105,蘇國廷,m,B401
111032056,G125355521,林信祥,m,B402
111031256,D101122349,郭交大,m,B402
111041005,Q115050427,潘建偉,m,B402
111034046,K114125547,林偉惠,m,B402
111031100,I145252232,李安宏,m,B403
111042013,S113312220,吳牛排,m,B403
111032024,J152005525,羅宇豪,m,B403
111048258,N141102105,盧宏家,m,B403
111032052,A111032233,蔡奇信,m,B404
111061230,J133000117,高廷翰,m,B404
111082003,F142205225,王偉,m,B404
111034057,B141523515,黃家豪,m,B404
111062359,A112003432,林交大,m,B405
111031144,M104422423,唐明賢,m,B405
111030045,Z121405409,李志偉,m,B405
111061140,A101115412,薛俊怡,m,B405
111031225,J122154140,蘇廷冠,m,B406
111020031,V144454158,張牛排,m,B406
111080034,V113522434,黃志宗,m,B406
111000228,D135405348,蘇清華,m,B406
111030009,B112543138,傅冠俊,m,B407
111010006,V130235001,林鎮家,m,B407
111006129,U100341433,楊瑋維,m,B407
111061131,G124524059,龔傳倫,m,B407
111032037,V103443319,朱嘉柏,m,B408
111011106,Y102254202,鍾巧巧,m,B408
111033103,P113421543,梁士言,m,B408
111030014,W110214446,姚敏廷,m,B408
111048106,B114543510,林家宗,m,B409
111033257,J150101417,楊牛排,m,B409
111062215,V142232136,吳竹科,m,B409
111032057,E152355142,蔡宏為,m,B409
111006215,T152314321,陳先信,m,B410
111060039,Z125052511,王米粉,m,B410
111006127,Q143053536,陳蘿蔔,m,B410
110082048,R130403210,林安志,m,B410
109006113,Z150252056,葉廷宏,m,B411
111031229,V111124109,張洛先,m,B411
111010056,O125011101,顏柏融,m,B411
111061106,Z110053408,莊偉肖,m,B411
111033125,A145403559,廖國言,m,B412
111062346,V115104327,胡牛排,m,B412
111070020,B151220110,馬家嘉,m,B412
111061203,O123253441,鄭嘉宏,m,B412
111062342,O122024348,陳先家,m,C401
111022145,W100322324,謝信奇,m,C401
111030010,K121022051,白起,m,C401
111061247,Q130511332,馬傑言,m,C401
111033214,Q102320527,白冠基,m,C402
111021227,H101334521,吳賢翰,m,C402
111041015,D122310527,胡奇融,m,C402
111022131,L150444007,林竹科,m,C402
111022123,N140541420,賴威冠,m,C403
109022109,S150555458,柯書,m,C403
111062206,L110203326,陳廷瑋,m,C403
111010051,A114053538,陳國榮,m,C403
111080043,T140530057,陳偉洛,m,C404
111022113,S150320311,黃豪冠,m,C404
111072243,O142350349,張牛排,m,C404
111011221,K145545220,吳巧巧,m,C404
111061137,A151013114,吳冠俊,m,C405
111042055,G125430547,傅宗墨,m,C405
111072103,Z100253414,李元,m,C405
111010024,W130531340,林翰瑋,m,C405
111060000,Y125012211,洪祥奇,m,C406
111021243,V141422145,周祥明,m,C406
111062120,C130250511,陳元冠,m,C406
111010012,H111545358,林書宏,m,C406
111062349,P113121137,王哲廷,m,A301
111041006,I102140153,連家,m,A301
109080032,S113240523,陳青菜,m,A301
111072259,F115531330,盧綺宏,m,A301
111042010,S123051154,侯米粉,m,A302
111011242,Y113231402,楊俊廷,m,A302
111011123,F133052047,錢蘿蔔,m,A302
111062329,P131301008,丁翰宗,m,A302
111033102,I143214225,張宏惠,m,A303
111031153,L132314006,陳辯肖,m,A303
111062316,E100552237,張威,m,A303
111033104,S154053222,高敏智,m,A303
111072238,C100103250,陳清華,m,A304
111000213,K111553030,王君偉,m,A304
111048202,T114453329,周蘿蔔,m,A304
111032013,Y133340402,楊士傑,m,A304
111062158,K111502257,吳柏,m,A305
111021206,K133403155,李宗朗,m,A305
111072203,L134005313,陳交大,m,A305
111048204,E141040041,莊彥建,m,A305
111021234,V104110453,鄭廷宏,m,A306
111006155,O143300521,傅智傳,m,A306
111030046,B155121529,蔡家朗,m,A306
111070037,O121403158,蔡志信,m,A306
111048147,M144012527,孫俊傑,m,B301
111041039,I153051516,蔡米粉,m,B301
111062153,T144541225,梅維宏,m,B301
111072237,A123210112,林承宏,m,B301
111082047,X125040143,陳巧巧,m,B302
111082013,M144113458,吳鎮威,m,B302
111061132,E141422347,張鮭魚,m,B302
110048217,L155523432,張巧巧,m,B302
111080013,O113425300,林偉士,m,B303
111081037,F135221102,王豪,m,B303
111021233,I141154324,黃宏家,m,B303
111082051,J140215119,洪翰廷,m,B303
110022134,B104303255,許為家,m,B304
111048248,B114012029,王進廷,m,B304
111034000,E112414322,陳青菜,m,B304
111033143,W121124426,黃安翰,m,B304
111062112,I150555222,黃信,m,B305
111000101,U110521434,蕭亨言,m,B305
111011134,D145442317,張清華,m,B305
111062146,D121110121,吳先,m,B305
111030055,Y140234553,梅鎮銘,m,B306
111072223,D134344542,黃豪冠,m,B306
109021137,P121521507,張家洛,m,B306
111062234,U151524351,蘇巧巧,m,B306
111041037,E144425135,賴交大,m,B307
111048158,O122540552,簡家翰,m,B307
111081028,R152221249,郭先君,m,B307
111022240,D145011214,曾柏冠,m,B307
111031154,O145412051,王柏鎮,m,B308
111072141,Q104521102,葉辯冠,m,B308
111022146,F151235053,楊政,m,B308
109082045,Q145521448,尤先哲,m,B308
111072258,L113101445,曾祥銘,m,B309
111034052,V130054239,林交大,m,B309
111082031,S132131521,高朗宏,m,B309
111062320,C125035459,許安偉,m,B309
111031244,G120504435,李竹科,m,B310
111010040,L103445449,柯志士,m,B310
111034020,D151122353,姚智偉,m,B310
111021150,V101241022,紀鮭魚,m,B310
111011253,T102552424,張憲冠,m,B311
111030017,W152533508,楊國彥,m,B311
111023014,N100331548,洪豪憲,m,B311
111020044,H114121118,王惠瑋,m,B311
111080008,Y124424100,詹哲冠,m,B312
109061219,W143153252,葉嘉廷,m,B312
111062337,Y152501238,邱朗家,m,B312
111080026,T132342356,林肖信,m,B312
111023026,R124143338,湯瑋瑋,m,C301
111006119,K112532437,顏元柏,m,C301
111062130,V102240109,張米粉,m,C301
111082027,T151252126,韓智國,m,C301
111081048,Q125443256,張銘偉,m,C302
111060034,S130435437,梅倫洛,m,C302
111034041,C155211136,黃蘿蔔,m,C302
111033154,O155254543,黃宏棋,m,C302
111042025,B130122208,馬士鎮,m,C303
111033227,S133550459,馬清華,m,C303
111011256,S105154125,張牛排,m,C303
111021208,Q124320414,黃怡策,m,C303
111062212,S151212023,許銘言,m,C304
109041009,X124524408,童明安,m,C304
111042041,P152102158,金怡墨,m,C304
109081021,N134221346,黃瑋嘉,m,C304
111048230,B122213245,范柏柏,m,C305
111061206,Z120435412,林賢柏,m,C305
111006140,E150253029,張敏祥,m,C305
111080035,W113414439,林俊敏,m,C305
111011215,J155053112,張青菜,m,C306
111042037,E153533033,王冠瑋,m,C306
111033223,F135041319,楊宗豪,m,C306
110032019,X122202310,葉廷為,m,C306
111021153,B120105213,張士辯,m,A201
111041007,B153040227,蔡冠威,m,A201
111062135,H105003358,汪翰偉,m,A201
111021127,S101040255,謝銘君,m,A201
111048253,S100140505,張青菜,m,A202
111023048,L133130513,唐澤,m,A202
111072135,J145012243,張宇元,m,A202
111033128,B103222546,邱起宇,m,A202
111030004,S150531038,陳廷肖,m,A203
111020034,X121014549,王偉傳,m,A203
111022227,A133555459,嚴進柏,m,A203
111042009,U144322034,陳偉先,m,A203
111011135,G104504506,林先豪,m,A204
111080047,Q110512520,彭肖豪,m,A204
111070008,K153111256,陳威融,m,A204
110031214,S131032501,錢巧巧,m,A204
111021202,T150425107,顏宏辯,m,A205
111061150,S100431341,李翰,m,A205
109048103,Z104254337,鐘信俊,m,A205
111011130,A121512006,王米粉,m,A205
111062244,I101101045,王家元,m,A206
111022211,V143511207,吳清華,m,A206
111000242,W143123110,曾瑋智,m,A206
111006235,C140031224,黃鎮宏,m,A206
111061256,V135515513,盧牛排,m,B201
111048133,V144353549,洪貢丸,m,B201
111061111,M115223114,王豪先,m,B201
111000135,U123452331,唐偉偉,m,B201
111081006,R152211556,田銘奇,m,B202
111021241,Q150411342,張瑋國,m,B202
111034050,M130404008,周智榮,m,B202
111031124,Q153134422,陳宏鎮,m,B202
111080006,N111210229,邱為翰,m,B203
111000201,W125232223,馬冠偉,m,B203
111061253,I115132521,陳俊志,m,B203
111041029,H122014024,田竹科,m,B203
111020020,O130133043,張清華,m,B204
111021147,S132404501,趙青菜,m,B204
111061252,B122055047,王交大,m,B204
111011224,V105310055,黃建,m,B204
111000100,U122050048,蔡書廷,m,B205
111011142,T145430221,蕭牛排,m,B205
111082000,I105201037,張廷柏,m,B205
111062237,A152320449,汪蘿蔔,m,B205
111033100,W131321044,連冠冠,m,B206
111032023,Y104414135,蔡銘豪,m,B206
111062132,U132433022,顏宗柏,m,B206
111021109,R113430142,陳冠傑,m,B206
111061259,U152034427,徐交大,m,B207
111042053,F152215153,唐瑋豪,m,B207
111006208,L140135528,溫朗廷,m,B207
109031205,Z152225431,阮嘉豪,m,B207
111011204,F141402319,嚴豪志,m,B208
111082014,X105300353,林翰起,m,B208
111022201,I145054352,蔡米粉,m,B208
111062141,T135034155,邱蘿蔔,m,B208
111020016,A145424110,石朗翰,m,B209
111041019,S151203444,黃巧巧,m,B209
111041046,A104225326,黃青菜,m,B209
111080001,U104551542,蘇建為,m,B209
111061226,L154145149,郭冠辯,m,B210
111042024,X115211149,陳建,m,B210
111042038,O100005312,陳翰澤,m,B210
111030034,W132342323,陳宏柏,m,B210
110082004,L100452433,曾棋宏,m,B211
111061105,T141103009,胡青菜,m,B211
111048125,Q140331239,張士家,m,B211
111021245,I153300541,唐宏家,m,B211
111062305,P111403127,張建家,m,B212
111072137,I121223211,郭宏彥,m,B212
111072139,M151521255,葉敏洛,m,B212
109060055,K155205206,何宏廷,m,B212
111031106,J143051340,林宏起,m,C201
111011138,C111551557,林清華,m,C201
111061214,N134321216,簡士俊,m,C201
111042011,K111154331,黃肖瑋,m,C201
111033110,U121145119,郭廷元,m,C202
111062315,S120035425,林清華,m,C202
111020039,J113504132,汪維翰,m,C202
111042018,S110253206,蘇宏建,m,C202
110061158,X110522138,溫策家,m,C203
111021218,O130211524,林宇建,m,C203
111006218,W141023439,陳宏俊,m,C203
111011118,F130513230,張澤融,m,C203
111082053,Y134040134,梅哲榮,m,C204
111011251,F131530002,王威君,m,C204
109032020,C143400516,吳敏哲,m,C204
111006213,D130421217,柯哲豪,m,C204
111021106,Z103331317,呂士憲,m,C205
111022108,H145034239,林維智,m,C205
111022138,Z132143401,黃米粉,m,C205
111048203,D112015131,陳傑信,m,C205
111022248,Y154254545,陳宏俊,m,C206
111048117,U100024357,趙交大,m,C206
111000208,J124223504,朱俊豪,m,C206
110048251,N123241118,洪冠士,m,C206
110080040,J135022228,詹宏政,m,A101
111042005,W145542202,李巧巧,m,A101
111030006,N124112205,黃宏偉,m,A101
111062221,U104225341,洪賢榮,m,A101
111020032,Z134140319,謝進維,m,A102
111041000,O103023107,吳嘉偉,m,A102
111072106,B152141314,陸米粉,m,A102
111062306,E100050247,梁翰起,m,A102
111022242,N133003522,張俊柏,m,A103
111070053,N113102426,陳俊嘉,m,A103
111006107,K104324234,陳士辯,m,A103
111011156,H151144237,李宏宏,m,A103
110031112,U140312238,阮貢丸,m,A104
111072257,N145435516,吳柏銘,m,A104
111000123,B150201004,謝言鎮,m,A104
111000142,F112453508,王承宏,m,A104
111021223,W101453220,羅銘墨,m,A105
111033157,K101533544,楊憲冠,m,A105
111081041,E144131423,鄭瑋綺,m,A105
111020033,O152505347,陳宏家,m,A105
111081024,M104455351,李承家,m,A106
111048231,M150101544,馮家奇,m,A106
111061117,Q154324153,蘇榮豪,m,A106
111006106,A151305304,田翰志,m,A106
111062351,O153134137,凌肖,m,C101
111022215,Z141312218,楚天玄,m,C101
111042014,L121510458,李政宗,m,C101
111006233,B151230438,許瑋廷,m,C101
111021201,A132454408,王豪國,m,C102
111011218,G112102221,洪銘,m,C102
111022249,G123323227,古宏,m,C102
110000132,R153021252,彭家宏,m,C102
